location_id,location_name,FIPS,cause_id,cause_name,sex_id,sex,year_id,mx,upper,lower
891,District of Columbia,11001,410,Neoplasms,2,Female,1994,244.629838203115,255.104774547341,233.632845256975
891,District of Columbia,11001,410,Neoplasms,2,Female,1995,236.267125894612,246.364960403788,225.801471193763
891,District of Columbia,11001,410,Neoplasms,2,Female,1996,231.37253837587,241.624007764682,220.732770081474
891,District of Columbia,11001,410,Neoplasms,2,Female,1997,230.042918578024,240.161617906132,219.657819292613
891,District of Columbia,11001,410,Neoplasms,2,Female,1998,228.318375278422,238.208920595287,218.61804142044
891,District of Columbia,11001,410,Neoplasms,2,Female,1999,223.323917885423,233.012624312116,213.104217906824
891,District of Columbia,11001,410,Neoplasms,2,Female,2000,217.629290039499,227.508060124578,207.913909840574
891,District of Columbia,11001,410,Neoplasms,2,Female,2001,217.083810621117,226.805835092557,207.383140105919
891,District of Columbia,11001,410,Neoplasms,2,Female,2002,213.473028849488,223.045447421224,205.32304164425
891,District of Columbia,11001,410,Neoplasms,2,Female,2003,204.11907255455,214.15934852443,195.181893177354
891,District of Columbia,11001,410,Neoplasms,2,Female,2004,200.756327572392,210.270429224139,191.589684522873
891,District of Columbia,11001,410,Neoplasms,2,Female,2005,198.959799826165,208.797402924514,190.046931757181
891,District of Columbia,11001,410,Neoplasms,2,Female,2006,197.418243112769,205.944080007091,188.407775222989
891,District of Columbia,11001,410,Neoplasms,2,Female,2007,199.586321897519,209.872791834568,190.726245559334
891,District of Columbia,11001,410,Neoplasms,2,Female,2008,192.487159449871,202.251917164331,183.028030251483
891,District of Columbia,11001,410,Neoplasms,2,Female,2009,193.009695244805,202.38812558052,183.854063215717
891,District of Columbia,11001,410,Neoplasms,2,Female,2010,183.925568891801,192.993062151369,175.731776143017
891,District of Columbia,11001,410,Neoplasms,2,Female,2011,184.99223525897,194.251884747354,175.714308915407
891,District of Columbia,11001,410,Neoplasms,2,Female,2012,184.089734812872,193.244899194924,174.935178496941
891,District of Columbia,11001,410,Neoplasms,2,Female,2013,183.469096751615,193.235706913252,175.12673370084
891,District of Columbia,11001,410,Neoplasms,2,Female,2014,183.57448243597,192.305989018664,175.06946539428
891,District of Columbia,11001,410,Neoplasms,3,Both,1980,330.693980740691,340.308374626357,320.871429235948
891,District of Columbia,11001,410,Neoplasms,3,Both,1981,328.88020940433,339.153986309118,318.993873598777
891,District of Columbia,11001,410,Neoplasms,3,Both,1982,317.641174160182,326.999092551025,307.476467659969
891,District of Columbia,11001,410,Neoplasms,3,Both,1983,314.531681411244,324.258174998456,304.873086557774
891,District of Columbia,11001,410,Neoplasms,3,Both,1984,316.800826331779,326.06773068092,307.412523052567
891,District of Columbia,11001,410,Neoplasms,3,Both,1985,322.531430054388,331.860196001774,312.817811683258
891,District of Columbia,11001,410,Neoplasms,3,Both,1986,327.124068526497,336.580848379883,316.867335363818
891,District of Columbia,11001,410,Neoplasms,3,Both,1987,326.011466456154,335.886155547196,315.702995604064
891,District of Columbia,11001,410,Neoplasms,3,Both,1988,328.033765792321,337.080938923312,317.633119202254
891,District of Columbia,11001,410,Neoplasms,3,Both,1989,329.60694718659,339.676799968549,318.158315565093
891,District of Columbia,11001,410,Neoplasms,3,Both,1990,316.086880915752,326.456477375209,306.033455436077
891,District of Columbia,11001,410,Neoplasms,3,Both,1991,314.985101898618,325.471172125172,304.008850181891
891,District of Columbia,11001,410,Neoplasms,3,Both,1992,312.351954639876,321.666818742912,301.046944206211
891,District of Columbia,11001,410,Neoplasms,3,Both,1993,311.219475750352,321.130449603877,300.164224220363
891,District of Columbia,11001,410,Neoplasms,3,Both,1994,315.365619580981,325.245782417258,305.063131733108
891,District of Columbia,11001,410,Neoplasms,3,Both,1995,306.422879514094,315.167258505208,296.096611219225
891,District of Columbia,11001,410,Neoplasms,3,Both,1996,294.037663565089,304.24801774986,284.462824557603
891,District of Columbia,11001,410,Neoplasms,3,Both,1997,281.56410922063,290.841311790518,271.43515088749
891,District of Columbia,11001,410,Neoplasms,3,Both,1998,275.206584569466,283.782576903913,265.713119688239
